pkgname,pkgbase,repo,arch,pkgver,pkgrel,epoch,pkgdesc,url,filename,compressed_size,installed_size,build_date,last_update,flag_date,packager
"bazel","bazel","extra","x86_64","7.4.0","1","0","Correct, reproducible, and fast builds for everyone","https://bazel.build/","bazel-7.4.0-1-x86_64.pkg.tar.zst","40491530","61031270","2024-11-06T21:01:34Z","2024-11-06T21:08:41.245Z","null","svenstaro"
"bbpager","bbpager","extra","x86_64","0.4.7","10","0","A dockable pager for Blackbox and other window managers","http://bbtools.sourceforge.net/download.php?file=6","bbpager-0.4.7-10-x86_64.pkg.tar.zst","34023","85574","2024-07-12T01:17:09Z","2024-07-12T02:07:12.943Z","null","blakkheim"
"bbswitch-dkms","bbswitch","extra","x86_64","0.8","710","0","Kernel module allowing to switch dedicated graphics card on Optimus laptops","https://github.com/Bumblebee-Project/bbswitch","bbswitch-dkms-0.8-710-x86_64.pkg.tar.zst","7988","16995","2024-11-15T15:54:09Z","2024-11-15T17:30:49.475Z","null","heftig"
"bbswitch","bbswitch","extra","x86_64","0.8","710","0","Kernel module allowing to switch dedicated graphics card on Optimus laptops","https://github.com/Bumblebee-Project/bbswitch","bbswitch-0.8-710-x86_64.pkg.tar.zst","9753","7224","2024-11-15T15:54:09Z","2024-11-15T17:30:49.070Z","null","heftig"
"bc","bc","extra","x86_64","1.07.1","5","0","An arbitrary precision calculator language","https://www.gnu.org/software/bc/","bc-1.07.1-5-x86_64.pkg.tar.zst","91161","176082","2024-07-25T03:50:22Z","2024-07-25T04:31:26.515Z","null","grawlinson"
"bcachefs-tools","bcachefs-tools","extra","x86_64","1.13.0","1","3","BCacheFS filesystem utilities","https://bcachefs.org/","bcachefs-tools-3:1.13.0-1-x86_64.pkg.tar.zst","1262603","3371816","2024-10-13T07:12:35Z","2024-10-13T07:15:20.680Z","null","freswa"
"bcc-tools","bcc","extra","x86_64","0.31.0","1","0","BPF Compiler Collection - Tools","https://github.com/iovisor/bcc","bcc-tools-0.31.0-1-x86_64.pkg.tar.zst","475816","2247175","2024-09-08T20:04:45Z","2024-09-21T01:44:48.714Z","null","anatolik"
"bcc","bcc","extra","x86_64","0.31.0","1","0","BPF Compiler Collection - C library and examples","https://github.com/iovisor/bcc","bcc-0.31.0-1-x86_64.pkg.tar.zst","1004314","3438234","2024-09-08T20:04:45Z","2024-09-21T01:44:48.037Z","null","anatolik"
"bcg729","bcg729","extra","x86_64","1.1.1","2","0","Encoder and decoder of the ITU G.729 Annex A/B speech codec","https://www.linphone.org/technical-corner/bcg729/overview","bcg729-1.1.1-2-x86_64.pkg.tar.zst","39121","77939","2024-07-12T01:17:49Z","2024-07-12T02:07:13.355Z","null","blakkheim"
"bchoppr","bchoppr","extra","x86_64","1.12.6","2","0","An audio stream chopping LV2 plugin","https://github.com/sjaehn/BChoppr","bchoppr-1.12.6-2-x86_64.pkg.tar.zst","347290","970230","2024-07-12T01:18:14Z","2024-07-12T02:07:13.766Z","null","blakkheim"
"bchunk","bchunk","extra","x86_64","1.2.2","8","0","A Tool to Convert *.raw *.bin files to an ISO file","http://he.fi/bchunk/","bchunk-1.2.2-8-x86_64.pkg.tar.zst","9830","20030","2024-07-04T12:02:36Z","2024-07-04T12:06:49.261Z","null","Antiz"
"bcprov","bcprov","extra","any","1.79","1","0","Bouncy Castle Crypto APIs for Java","https://www.bouncycastle.org/java.html","bcprov-1.79-1-any.pkg.tar.zst","6880226","7844745","2024-11-01T12:07:00Z","2024-11-01T12:10:39.999Z","null","alerque"
"beanshell","beanshell","extra","any","2.1.1","2","0","Small, free, embeddable, source level Java interpreter with object based scripting language features written in Java","https://github.com/beanshell/beanshell","beanshell-2.1.1-2-any.pkg.tar.zst","417283","438676","2024-07-01T12:33:23Z","2024-07-01T12:36:46.299Z","null","andyrtr"
"bear","bear","extra","x86_64","3.1.5","4","0","A tool to generate compilation database for clang tooling","https://github.com/rizsotto/Bear","bear-3.1.5-4-x86_64.pkg.tar.zst","476906","1706826","2024-11-15T15:29:58Z","2024-11-16T05:09:27.959Z","null","gromit"
"bearssl","bearssl","extra","x86_64","0.6","6","0","Implementation of the SSL/TLS protocol (RFC 5246) written in C","https://bearssl.org","bearssl-0.6-6-x86_64.pkg.tar.zst","1438157","8919404","2024-07-12T01:19:01Z","2024-07-12T02:07:14.206Z","null","blakkheim"
"beebeep","beebeep","extra","x86_64","5.8.6","2","0","Secure LAN messenger and file sender","https://www.beebeep.net/","beebeep-5.8.6-2-x86_64.pkg.tar.zst","22315892","27718020","2024-07-12T01:20:26Z","2024-07-12T02:07:14.662Z","null","blakkheim"
"beep","beep","extra","x86_64","1.4.12","2","0","Advanced PC speaker beeping program","https://github.com/spkr-beep/beep","beep-1.4.12-2-x86_64.pkg.tar.zst","37975","99823","2024-07-12T01:23:36Z","2024-07-12T02:07:15.308Z","null","blakkheim"
"bees","bees","extra","x86_64","0.10","2","0","Best-Effort Extent-Same, a btrfs deduplicator daemon","https://github.com/Zygo/bees","bees-0.10-2-x86_64.pkg.tar.zst","296157","852043","2024-09-07T14:01:59Z","2024-09-07T14:03:53.164Z","null","arojas"
"beets","beets","extra","any","2.0.0","2","0","Flexible music library manager and tagger","https://beets.io/","beets-2.0.0-2-any.pkg.tar.zst","953505","5325016","2024-10-06T08:45:56Z","2024-10-09T18:13:19.938Z","null","carsme"
"bemenu-ncurses","bemenu","extra","x86_64","0.6.23","1","0","ncurses renderer for bemenu","https://github.com/Cloudef/bemenu","bemenu-ncurses-0.6.23-1-x86_64.pkg.tar.zst","8655","22480","2024-07-20T16:10:05Z","2024-07-27T11:48:24.371Z","null","carsme"
"bemenu-wayland","bemenu","extra","x86_64","0.6.23","1","0","Wayland (wlroots-based compositors) renderer for bemenu","https://github.com/Cloudef/bemenu","bemenu-wayland-0.6.23-1-x86_64.pkg.tar.zst","23634","59776","2024-07-20T16:10:05Z","2024-07-27T11:48:24.859Z","null","carsme"
"bemenu-x11","bemenu","extra","x86_64","0.6.23","1","0","X11 renderer for bemenu","https://github.com/Cloudef/bemenu","bemenu-x11-0.6.23-1-x86_64.pkg.tar.zst","19039","42960","2024-07-20T16:10:05Z","2024-07-27T11:48:25.348Z","null","carsme"
"bemenu","bemenu","extra","x86_64","0.6.23","1","0","Dynamic menu library and client program inspired by dmenu","https://github.com/Cloudef/bemenu","bemenu-0.6.23-1-x86_64.pkg.tar.zst","43136","153220","2024-07-20T16:10:05Z","2024-07-27T11:48:23.884Z","null","carsme"
"benchmark","benchmark","extra","x86_64","1.9.0","1","0","A microbenchmark support library","https://github.com/google/benchmark","benchmark-1.9.0-1-x86_64.pkg.tar.zst","218940","631161","2024-09-05T18:10:50Z","2024-09-05T18:13:26.985Z","null","mtorromeo"
"benzene","benzene","extra","x86_64","20130630","3","0","A program for the efficient generation of all nonisomorphic fusenes and benzenoids with a given number of faces","http://www.grinvin.org/","benzene-20130630-3-x86_64.pkg.tar.zst","21035","43056","2024-07-01T16:34:25Z","2024-07-01T16:36:39.372Z","null","arojas"
"bespokesynth","bespokesynth","extra","x86_64","1.2.1","3","0","A software modular synth","https://www.bespokesynth.com/","bespokesynth-1.2.1-3-x86_64.pkg.tar.zst","18000048","45674714","2024-09-14T10:42:14Z","2024-09-15T09:03:24.374Z","null","arojas"
"bettercap-caplets","bettercap-caplets","extra","any","v20210412.r372.2d58298","4","0","Bettercap scripts (caplets) and proxy modules","https://github.com/bettercap/caplets","bettercap-caplets-v20210412.r372.2d58298-4-any.pkg.tar.zst","114531","202662","2024-07-12T01:24:18Z","2024-07-12T02:07:03.235Z","null","blakkheim"
"bettercap","bettercap","extra","x86_64","2.33.0","1","0","Swiss army knife for network attacks and monitoring","https://github.com/bettercap/bettercap","bettercap-2.33.0-1-x86_64.pkg.tar.zst","8355068","28507842","2024-09-08T16:06:59Z","2024-09-08T16:09:53.873Z","2024-09-15T11:35:09.308Z","anthraxx"
"bfs","bfs","extra","x86_64","4.0.4","1","0","A breadth-first version of find","https://tavianator.com/projects/bfs.html","bfs-4.0.4-1-x86_64.pkg.tar.zst","116189","285547","2024-11-06T20:50:19Z","2024-11-06T21:22:18.674Z","null","grawlinson"
"bftpd","bftpd","extra","x86_64","6.1","4","0","Small, easy-to-configure FTP server","http://bftpd.sourceforge.net/","bftpd-6.1-4-x86_64.pkg.tar.zst","39067","90304","2024-07-12T01:24:44Z","2024-07-12T02:07:16.101Z","2024-07-22T21:10:14.263Z","blakkheim"
"biber","biber","extra","any","2.19","4","1","A Unicode-capable BibTeX replacement for biblatex users","https://github.com/plk/biber","biber-1:2.19-4-any.pkg.tar.zst","256678","1343774","2024-09-01T19:02:54Z","2024-09-04T19:34:20.086Z","2024-03-24T11:39:15.748Z","arojas"
"biblesync","biblesync","extra","x86_64","2.1.0","5","0","multicast shared co-navigation library for Bible programs","https://github.com/karlkleinpaste/biblesync","biblesync-2.1.0-5-x86_64.pkg.tar.zst","41924","97997","2024-05-01T14:55:03Z","2024-05-01T15:21:12.292Z","null","blakkheim"
"bibletime","bibletime","extra","x86_64","3.0.3","3","0","Bible study tool","https://www.bibletime.info/","bibletime-3.0.3-3-x86_64.pkg.tar.zst","1882314","13317581","2024-05-01T14:55:41Z","2024-05-01T15:21:12.781Z","null","blakkheim"
"biblioteca","biblioteca","extra","any","1.5","1","0","API documentation viewer for GNOME","https://apps.gnome.org/Biblioteca/","biblioteca-1.5-1-any.pkg.tar.zst","31251","139790","2024-11-08T11:52:30Z","2024-11-08T11:55:00.063Z","null","bgyorgy"
"bibtool","bibtool","extra","x86_64","2.68","6","0","A tool for manipulating BibTeX files","http://www.gerd-neugebauer.de/software/TeX/BibTool/en/","bibtool-2.68-6-x86_64.pkg.tar.zst","880640","1036069","2024-01-07T13:32:09Z","2024-01-07T13:35:34.948Z","null","arojas"
"bibutils","bibutils","extra","x86_64","7.2","3","0","Bibliography format interconversion","http://sourceforge.net/p/bibutils/home/Bibutils","bibutils-7.2-3-x86_64.pkg.tar.zst","415626","2103341","2024-07-12T01:25:16Z","2024-07-12T02:07:16.588Z","null","blakkheim"
"bigloo","bigloo","extra","x86_64","4.5b","5","0","Fast scheme compiler","https://www-sop.inria.fr/mimosa/fp/Bigloo/","bigloo-4.5b-5-x86_64.pkg.tar.zst","9579711","87032190","2024-07-01T16:50:11Z","2024-07-01T17:02:17.287Z","null","kpcyrd"
"bigsh0t","bigsh0t","extra","x86_64","2.7","1","0","A collection of frei0r plugins for VR video, with support for Shotcut","https://bitbucket.org/leo_sutic/bigsh0t","bigsh0t-2.7-1-x86_64.pkg.tar.zst","332534","3153380","2024-04-16T17:26:50Z","2024-04-16T17:49:29.626Z","null","arojas"
"binary","binary","extra","any","5.1","1","0","Simple app to convert between different hexadecimal and binary numbers","https://apps.gnome.org/Binary/","binary-5.1-1-any.pkg.tar.zst","32334","137053","2024-10-17T13:25:31Z","2024-10-17T13:28:12.566Z","null","bgyorgy"
"binaryen","binaryen","extra","x86_64","120","1","1","Compiler infrastructure and toolchain library for WebAssembly, in C++","https://github.com/WebAssembly/binaryen","binaryen-1:120-1-x86_64.pkg.tar.zst","6033950","29784200","2024-11-09T18:50:32Z","2024-11-09T18:54:43.984Z","null","svenstaro"
"bind","bind","extra","x86_64","9.20.3","2","0","A complete, highly portable implementation of the DNS protocol","https://www.isc.org/software/bind/","bind-9.20.3-2-x86_64.pkg.tar.zst","2129497","7229183","2024-11-15T15:00:30Z","2024-11-15T15:05:21.526Z","null","blakkheim"
"bingrep","bingrep","extra","x86_64","0.11.0","2","0","Cross-platform binary parser and colorizer","https://github.com/m4b/bingrep","bingrep-0.11.0-2-x86_64.pkg.tar.zst","894662","2653841","2024-07-12T01:25:50Z","2024-07-12T02:07:17.009Z","null","blakkheim"
"binocle","binocle","extra","x86_64","0.3.2","1","0","A graphical tool to visualize binary data","https://github.com/sharkdp/binocle","binocle-0.3.2-1-x86_64.pkg.tar.zst","3625301","10862218","2023-12-01T18:12:34Z","2023-12-01T21:33:48.756Z","null","orhun"
"binsider","binsider","extra","x86_64","0.2.1","1","0","A TUI for analyzing binaries like a boss","https://github.com/orhun/binsider","binsider-0.2.1-1-x86_64.pkg.tar.zst","1608787","4650723","2024-10-10T22:18:05Z","2024-10-10T22:25:01.231Z","null","orhun"
"binutils","binutils","core","x86_64","2.43+r4+g7999dae6961","1","0","A set of programs to assemble and manipulate binary and object files","https://www.gnu.org/software/binutils/","binutils-2.43+r4+g7999dae6961-1-x86_64.pkg.tar.zst","8016604","43289460","2024-08-05T20:32:39Z","2024-08-06T22:33:59.443Z","2024-08-17T19:42:40.124Z","freswa"
"binwalk","binwalk","extra","x86_64","3.1.0","1","0","Tool for searching a given binary image for embedded files","https://github.com/ReFirmLabs/binwalk","binwalk-3.1.0-1-x86_64.pkg.tar.zst","1338929","3895025","2024-10-31T16:12:20Z","2024-10-31T16:14:13.074Z","null","freswa"
"biodiff","biodiff","extra","x86_64","1.2.1","1","0","Hex diff viewer using alignment algorithms from biology","https://github.com/8051Enthusiast/biodiff","biodiff-1.2.1-1-x86_64.pkg.tar.zst","1577948","5206402","2024-04-21T13:16:53Z","2024-04-21T13:21:34.868Z","null","orhun"
"bird","bird","extra","x86_64","2.15.1","1","0","RIP, OSPF, BGP, MPLS, BFD, Babel routing daemon","https://bird.network.cz/","bird-2.15.1-1-x86_64.pkg.tar.zst","481695","1324470","2024-05-15T22:18:40Z","2024-05-15T22:20:46.780Z","null","seblu"
"birdfont","birdfont","extra","x86_64","2.33.6","1","0","Font editor which can generate fonts in TTF, EOT and SVG formats","https://birdfont.org/","birdfont-2.33.6-1-x86_64.pkg.tar.zst","3662642","12760009","2024-09-16T13:37:25Z","2024-09-16T15:24:17.119Z","null","alerque"
"bison","bison","core","x86_64","3.8.2","8","0","The GNU general-purpose parser generator","https://www.gnu.org/software/bison/bison.html","bison-3.8.2-8-x86_64.pkg.tar.zst","784715","2644706","2024-09-08T15:27:20Z","2024-09-09T12:22:26.145Z","null","tpowa"
"bitcoin-daemon","bitcoin","extra","x86_64","28.0","1","0","Bitcoin is a peer-to-peer network based digital currency - daemon","https://bitcoin.org/en/wallets/desktop/linux/bitcoincore/","bitcoin-daemon-28.0-1-x86_64.pkg.tar.zst","4578687","10975788","2024-10-27T21:16:04Z","2024-10-27T21:24:14.365Z","null","kpcyrd"
"bitcoin-qt","bitcoin","extra","x86_64","28.0","1","0","Bitcoin is a peer-to-peer network based digital currency - Qt","https://bitcoin.org/en/wallets/desktop/linux/bitcoincore/","bitcoin-qt-28.0-1-x86_64.pkg.tar.zst","8063273","18918611","2024-10-27T21:16:04Z","2024-10-27T21:24:15.000Z","null","kpcyrd"
"bitcoin-tx","bitcoin","extra","x86_64","28.0","1","0","Bitcoin is a peer-to-peer network based digital currency - commandline tools","https://bitcoin.org/en/wallets/desktop/linux/bitcoincore/","bitcoin-tx-28.0-1-x86_64.pkg.tar.zst","2392354","6438656","2024-10-27T21:16:04Z","2024-10-27T21:24:15.480Z","null","kpcyrd"
"bitsery","bitsery","extra","any","5.2.4","1","0","Header only C++ binary serialization library","https://github.com/fraillt/bitsery","bitsery-5.2.4-1-any.pkg.tar.zst","43074","295143","2024-08-14T22:10:35Z","2024-08-14T22:13:14.746Z","null","dvzrv"
"bitwarden-cli","bitwarden-cli","extra","x86_64","2024.11.0","3","0","The command line vault","https://github.com/bitwarden/clients","bitwarden-cli-2024.11.0-3-x86_64.pkg.tar.zst","4758350","34637727","2024-11-18T13:43:04Z","2024-11-18T13:49:58.157Z","null","alex19EP"
"bitwarden","bitwarden","extra","x86_64","2024.11.1","1","0","A secure and free password manager for all of your devices","https://github.com/bitwarden/clients/tree/master/apps/desktop","bitwarden-2024.11.1-1-x86_64.pkg.tar.zst","5524492","25250387","2024-11-18T11:44:05Z","2024-11-18T11:51:54.252Z","null","alex19EP"
"black-hole-solver","black-hole-solver","extra","x86_64","1.12.0","2","0","Solvers and statistics for 'Golf' solitaire, 'Black Hole' solitaire, 'All in a Row' solitaire and related card patience games","https://www.shlomifish.org/open-source/projects/black-hole-solitaire-solver/","black-hole-solver-1.12.0-2-x86_64.pkg.tar.zst","18139","44864","2024-07-01T16:59:12Z","2024-07-01T20:15:27.294Z","null","arojas"
"blackbox","blackbox","extra","x86_64","0.77","2","0","A window manager for X11","https://github.com/bbidulock/blackboxwm","blackbox-0.77-2-x86_64.pkg.tar.zst","358991","1148732","2023-10-19T17:39:58Z","2023-10-19T17:47:08.177Z","null","bgyorgy"
"blackmagic","blackmagic","extra","x86_64","1.10.2","1","0","In application debugger for ARM Cortex microcontrollers","https://github.com/blacksphere/blackmagic","blackmagic-1.10.2-1-x86_64.pkg.tar.zst","133476","300910","2024-04-28T16:17:45Z","2024-04-28T16:20:08.506Z","null","arojas"
"bladerf","bladerf","extra","x86_64","2024.05","1","0","Driver, userspace, fpga & firmware for the bladeRF SDR.","https://github.com/Nuand/bladeRF","bladerf-2024.05-1-x86_64.pkg.tar.zst","2497822","24919330","2024-07-24T18:12:51Z","2024-07-24T18:21:48.124Z","null","arojas"
"blanket","blanket","extra","any","0.7.0","3","0","Improve focus and increase your productivity by listening to different sounds","https://apps.gnome.org/Blanket/","blanket-0.7.0-3-any.pkg.tar.zst","17562921","18524604","2024-10-17T09:47:05Z","2024-10-17T09:49:39.763Z","null","bgyorgy"
"blas-openblas","openblas","extra","x86_64","0.3.28","1","0","An optimized BLAS library based on GotoBLAS2 1.13 BSD (Provides BLAS/CBLAS/LAPACK/LAPACKE system-wide)","https://www.openblas.net/","blas-openblas-0.3.28-1-x86_64.pkg.tar.zst","2605","0","2024-08-14T18:31:06Z","2024-08-14T18:43:02.477Z","null","felixonmars"
"blas","lapack","extra","x86_64","3.12.0","5","0","Basic Linear Algebra Subprograms","https://www.netlib.org/lapack","blas-3.12.0-5-x86_64.pkg.tar.zst","235603","680367","2024-04-03T18:00:36Z","2024-04-27T09:57:55.205Z","null","jelle"
"blas64-openblas","openblas","extra","x86_64","0.3.28","1","0","An optimized BLAS library based on GotoBLAS2 1.13 BSD (64-bit integers, provides BLAS/CBLAS/LAPACK/LAPACKE system-wide)","https://www.openblas.net/","blas64-openblas-0.3.28-1-x86_64.pkg.tar.zst","2616","0","2024-08-14T18:31:06Z","2024-08-14T18:43:03.075Z","null","felixonmars"
"blas64","lapack","extra","x86_64","3.12.0","5","0","Basic Linear Algebra Subprograms (64-bit integers)","https://www.netlib.org/lapack","blas64-3.12.0-5-x86_64.pkg.tar.zst","141980","672185","2024-04-03T18:00:36Z","2024-04-27T09:57:55.628Z","null","jelle"
"blaze","blaze","extra","any","3.8.2","2","0","An open-source, high-performance C++ math library for dense and sparse arithmetic.","https://bitbucket.org/blaze-lib/blaze","blaze-3.8.2-2-any.pkg.tar.zst","1084166","36370507","2023-12-29T15:43:53Z","2024-01-16T17:28:49.683Z","null","tpkessler"
"bleachbit","bleachbit","extra","any","4.6.2","1","0","Deletes unneeded files to free disk space and maintain privacy","https://www.bleachbit.org/","bleachbit-4.6.2-1-any.pkg.tar.zst","737566","3853677","2024-10-07T16:12:42Z","2024-10-07T16:32:08.887Z","null","arojas"
"blender","blender","extra","x86_64","4.2.3","6","17","A fully integrated 3D graphics creation suite","https://www.blender.org","blender-17:4.2.3-6-x86_64.pkg.tar.zst","137688981","401601724","2024-11-09T19:25:56Z","2024-11-12T21:29:01.927Z","null","arojas"
"blendr","blendr","extra","x86_64","1.3.3","1","0","The hacker's BLE (bluetooth low energy) browser terminal app","https://github.com/dmtrKovalenko/blendr","blendr-1.3.3-1-x86_64.pkg.tar.zst","1609609","5489376","2024-05-10T13:00:41Z","2024-05-10T13:07:09.824Z","null","orhun"
"bless","bless","extra","any","0.6.3","2","0","High-quality, full-featured hex editor","https://github.com/afrantzis/bless","bless-0.6.3-2-any.pkg.tar.zst","485815","892652","2024-09-07T13:37:01Z","2024-09-07T13:39:08.832Z","null","arojas"
"blinken","blinken","extra","x86_64","24.08.3","1","0","Memory Enhancement Game","https://apps.kde.org/blinken/","blinken-24.08.3-1-x86_64.pkg.tar.zst","2325789","3185995","2024-11-05T13:46:40Z","2024-11-07T13:57:20.700Z","null","arojas"
"blinksocks","blinksocks","extra","any","3.3.8","5","0","A framework for building composable proxy protocol stack.","https://github.com/blinksocks/blinksocks","blinksocks-3.3.8-5-any.pkg.tar.zst","1072057","8397023","2024-08-08T17:22:07Z","2024-08-08T17:24:00.425Z","null","felixonmars"
"blisp","blisp","extra","x86_64","0.0.4","1","0","ISP tool & library for Bouffalo Labs RISC-V Microcontrollers and SoCs","https://github.com/pine64/blisp","blisp-0.0.4-1-x86_64.pkg.tar.zst","77473","177445","2023-08-03T14:19:19Z","2023-08-04T16:33:23.431Z","null","alucryd"
"bliss","bliss","extra","x86_64","0.77","3","0","A library for computing automorphism groups and canonical forms of graphs","https://users.aalto.fi/~tjunttil/bliss/","bliss-0.77-3-x86_64.pkg.tar.zst","115487","359681","2024-07-01T20:17:19Z","2024-07-01T20:19:04.888Z","null","arojas"
"bloaty","bloaty","extra","x86_64","1.1","10","0","Size profiler for binaries","https://github.com/google/bloaty","bloaty-1.1-10-x86_64.pkg.tar.zst","184961","462880","2024-11-07T15:15:26Z","2024-11-10T10:27:07.266Z","null","gromit"
"blobby2","blobby2","extra","x86_64","1.1.1","1","0","A beach ball game with blobs of goo","http://sourceforge.net/projects/blobby/","blobby2-1.1.1-1-x86_64.pkg.tar.zst","1541703","2568361","2023-10-05T15:19:57Z","2023-10-05T15:24:12.562Z","null","svenstaro"
"blobwars-data","blobwars-data","extra","any","2.00","4","0","Platform action game featuring a blob wih lot of weapons - data files","https://sourceforge.net/projects/blobwars","blobwars-data-2.00-4-any.pkg.tar.zst","65411954","75718308","2024-07-12T01:27:56Z","2024-07-12T02:07:04.260Z","null","blakkheim"
"blobwars","blobwars","extra","x86_64","2.00","5","0","Platform action game featuring a blob wih lot of weapons","https://sourceforge.net/projects/blobwars","blobwars-2.00-5-x86_64.pkg.tar.zst","274196","664598","2024-09-07T13:35:17Z","2024-09-07T13:38:03.220Z","null","arojas"
"blop","blop","extra","x86_64","0.2.8","6","0","Bandlimited LADSPA Oscillator Plugins","http://blop.sourceforge.net/","blop-0.2.8-6-x86_64.pkg.tar.zst","757957","1834425","2024-07-12T01:29:35Z","2024-07-12T02:07:17.424Z","null","blakkheim"
"blop.lv2","blop.lv2","extra","x86_64","1.0.4","3","0","A port of the BLOP LADSPA plugins by Mike Rawes to LV2.","https://gitlab.com/drobilla/blop-lv2","blop.lv2-1.0.4-3-x86_64.pkg.tar.zst","729191","1863176","2024-07-12T01:30:10Z","2024-07-12T02:07:17.863Z","null","blakkheim"
"blosc","blosc","extra","x86_64","1.21.6","1","0","A blocking, shuffling and loss-less compression library","https://www.blosc.org","blosc-1.21.6-1-x86_64.pkg.tar.zst","43765","98724","2024-07-24T05:15:27Z","2024-07-24T05:34:02.325Z","null","grawlinson"
"blosc2","blosc2","extra","x86_64","2.15.1","2","0","A fast, compressed, persistent binary data store library for C.","https://www.blosc.org","blosc2-2.15.1-2-x86_64.pkg.tar.zst","200621","992092","2024-11-17T10:49:26Z","2024-11-17T10:59:52.793Z","null","Lahwaacz"
"blueberry","blueberry","extra","any","1.4.8","2","0","Bluetooth configuration tool","https://github.com/linuxmint/blueberry","blueberry-1.4.8-2-any.pkg.tar.zst","1245116","1821567","2024-07-12T01:30:54Z","2024-07-12T02:07:04.711Z","null","blakkheim"
"bluedevil","bluedevil","extra","x86_64","6.2.3","1","1","Integrate the Bluetooth technology within KDE workspace and applications","https://kde.org/plasma-desktop/","bluedevil-1:6.2.3-1-x86_64.pkg.tar.zst","567064","2170472","2024-11-05T18:42:31Z","2024-11-05T21:44:38.904Z","null","tcanabrava"
"bluefish","bluefish","extra","x86_64","2.2.15","2","0","A powerful HTML editor for experienced web designers and programmers","http://bluefish.openoffice.nl/","bluefish-2.2.15-2-x86_64.pkg.tar.zst","3029627","10363460","2024-04-05T16:34:29Z","2024-04-27T09:57:56.829Z","null","arojas"
"blueman","blueman","extra","x86_64","2.4.3","1","0","GTK+ Bluetooth Manager","https://github.com/blueman-project/blueman","blueman-2.4.3-1-x86_64.pkg.tar.zst","1397192","6224070","2024-07-25T22:23:36Z","2024-07-25T22:26:13.474Z","null","Antiz"
"blueprint-compiler","blueprint-compiler","extra","any","0.14.0","2","0","A markup language for GTK user interfaces","https://jwestman.pages.gitlab.gnome.org/blueprint-compiler/","blueprint-compiler-0.14.0-2-any.pkg.tar.zst","320095","2053672","2024-10-06T23:01:57Z","2024-10-06T23:06:12.356Z","null","bgyorgy"
"bluez-cups","bluez","extra","x86_64","5.79","1","0","CUPS printer backend for Bluetooth printers","http://www.bluez.org/","bluez-cups-5.79-1-x86_64.pkg.tar.zst","19313","47200","2024-11-02T08:28:58Z","2024-11-02T16:11:44.551Z","null","Antiz"
"bluez-deprecated-tools","bluez","extra","x86_64","5.79","1","0","Deprecated tools that are no longer maintained","http://www.bluez.org/","bluez-deprecated-tools-5.79-1-x86_64.pkg.tar.zst","351624","1147675","2024-11-02T08:28:58Z","2024-11-02T16:11:45.011Z","null","Antiz"
"bluez-hid2hci","bluez","extra","x86_64","5.79","1","0","Put HID proxying bluetooth HCI's into HCI mode","http://www.bluez.org/","bluez-hid2hci-5.79-1-x86_64.pkg.tar.zst","8586","16518","2024-11-02T08:28:58Z","2024-11-02T16:11:45.484Z","null","Antiz"
"bluez-libs","bluez","extra","x86_64","5.79","1","0","Deprecated libraries for the bluetooth protocol stack","http://www.bluez.org/","bluez-libs-5.79-1-x86_64.pkg.tar.zst","93548","319491","2024-11-02T08:28:58Z","2024-11-02T16:11:45.951Z","null","Antiz"
"bluez-mesh","bluez","extra","x86_64","5.79","1","0","Services for bluetooth mesh","http://www.bluez.org/","bluez-mesh-5.79-1-x86_64.pkg.tar.zst","297770","818396","2024-11-02T08:28:58Z","2024-11-02T16:11:46.451Z","null","Antiz"
"bluez-obex","bluez","extra","x86_64","5.79","1","0","Object Exchange daemon for sharing content","http://www.bluez.org/","bluez-obex-5.79-1-x86_64.pkg.tar.zst","197480","563024","2024-11-02T08:28:58Z","2024-11-02T16:11:46.933Z","null","Antiz"
"bluez-qt","bluez-qt","extra","x86_64","6.8.0","1","0","Qt wrapper for Bluez 5 DBus API","https://community.kde.org/Frameworks","bluez-qt-6.8.0-1-x86_64.pkg.tar.zst","964622","2647185","2024-11-08T18:14:39Z","2024-11-09T08:12:30.183Z","null","tcanabrava"
"bluez-qt5","bluez-qt5","extra","x86_64","5.116.0","1","0","Qt wrapper for Bluez 5 DBus API","https://community.kde.org/Frameworks","bluez-qt5-5.116.0-1-x86_64.pkg.tar.zst","993331","2252331","2024-05-04T17:02:40Z","2024-05-19T16:52:14.642Z","null","arojas"
"bluez-tools","bluez-tools","extra","x86_64","0.2.0","6","0","A set of tools to manage Bluetooth devices for Linux","https://github.com/khvzak/bluez-tools","bluez-tools-0.2.0-6-x86_64.pkg.tar.zst","72925","271449","2024-07-12T01:31:31Z","2024-07-12T02:07:18.312Z","null","blakkheim"
"bluez-utils","bluez","extra","x86_64","5.79","1","0","Development and debugging utilities for the bluetooth protocol stack","http://www.bluez.org/","bluez-utils-5.79-1-x86_64.pkg.tar.zst","977993","3547027","2024-11-02T08:28:58Z","2024-11-02T16:11:47.405Z","null","Antiz"
"bluez","bluez","extra","x86_64","5.79","1","0","Daemons for the bluetooth protocol stack","http://www.bluez.org/","bluez-5.79-1-x86_64.pkg.tar.zst","584275","1632038","2024-11-02T08:28:58Z","2024-11-02T16:11:44.018Z","null","Antiz"
